Estimado,Indicador,Inferior,Superior,fecha
2.28737747522781,A1,1.98873900148574,2.55520649018337,2020-04-01
2.02666624182676,A1,1.79332120826526,2.2766622589526,2020-04-02
2.00806236512832,A1,1.79846040072339,2.27190850592883,2020-04-03
1.94135564702176,A1,1.70582645666556,2.19957437208062,2020-04-04
1.72720549729139,A1,1.51079410287944,1.98437068789633,2020-04-05
2.22431958376652,A1,1.96317151900653,2.48235843708935,2020-04-06
2.02471334869267,A1,1.76775372578605,2.26137316138966,2020-04-07
2.05637077423476,A1,1.80848182601675,2.35940325752853,2020-04-08
2.20124460962951,A1,1.8705375749487,2.47773316387703,2020-04-09
2.24693203058231,A1,1.9580323265484,2.49302226143997,2020-04-10
1.87318425906464,A1,1.6239848167698,2.14317173485262,2020-04-11
1.92909867300912,A1,1.65970220435382,2.14856788693365,2020-04-12
2.84718970969216,A1,2.53863259450589,3.16599951383239,2020-04-13
2.63352778324531,A1,2.34321480128542,2.96056029531856,2020-04-14
3.09263754149256,A1,2.70321523297758,3.47422258150888,2020-04-15
2.98854319825309,A1,2.70295827335467,3.33032519268117,2020-04-16
2.96397785830321,A1,2.66184473368962,3.29576412340023,2020-04-17
2.79885560462342,A1,2.50715504069984,3.14056051116464,2020-04-18
2.78513396076021,A1,2.46141622782246,3.09430777904145,2020-04-19
4.76056245377939,A1,4.34210370787597,5.13456718491997,2020-04-20
3.84442431023044,A1,3.4012460486034,4.19897719791698,2020-04-21
4.19815492712368,A1,3.74505802405245,4.60497340210943,2020-04-22
4.63280212927022,A1,4.25525135533353,5.02677262311064,2020-04-23
5.60431507155555,A1,5.19007046346779,6.0488295232217,2020-04-24
5.52316722264164,A1,5.02600174424192,6.02827275338917,2020-04-25
5.68831517228372,A1,5.24595918144998,6.19298387167231,2020-04-26
8.94427625009572,A1,8.32497786292849,9.47692785241884,2020-04-27
8.73531668474806,A1,8.11439945195652,9.36373713852848,2020-04-28
8.87646460561066,A1,8.26896066513484,9.38506478722972,2020-04-29
10.5843724352218,A1,9.89744227530551,11.1578292256625,2020-04-30
14.9657395734779,A1,14.2864411143619,15.9009184250842,2020-05-01
13.9768047687595,A1,13.2475533589505,14.6729083872135,2020-05-02
14.5917862342619,A1,13.8136354082138,15.4195045715687,2020-05-03
20.046833460871,A1,19.1482456595665,20.9170272238442,2020-05-04
18.2757649559494,A1,17.3754812211338,19.0204082471705,2020-05-05
18.3011782626549,A1,17.4541108657432,19.2155690807681,2020-05-06
18.9130762126824,A1,18.1101287830238,19.678096402,2020-05-07
21.5502014306484,A1,20.6420804273341,22.4023823240559,2020-05-08
20.3686496925992,A1,19.4618648793241,21.1655071791949,2020-05-09
22.3145792209087,A1,21.3877772530091,23.283882310437,2020-05-10
26.8289743559436,A1,25.6955768512271,27.8287271607863,2020-05-11
24.3018278565816,A1,23.2414839726574,25.1927068691988,2020-05-12
21.8042831057785,A1,20.8394254177264,22.7528752497005,2020-05-13
21.4680000472806,A1,20.6433652254487,22.2713329163735,2020-05-14
27.364221250458,A1,26.3893678330749,28.3792631528637,2020-05-15
24.295583737745,A1,23.2944176549762,25.3062830225235,2020-05-16
23.9042085360959,A1,23.0077791956239,24.8590447988546,2020-05-17
30.6108803899208,A1,29.3639324278419,31.8220081805666,2020-05-18
25.9040995852158,A1,24.8883381958659,26.9103534685181,2020-05-19
30.0231366444465,A1,29.1904846823799,31.0615361765744,2020-05-20
24.169699218483,A1,23.3219123346272,25.0741200032274,2020-05-21
28.8691309779729,A1,27.704487183111,29.9775520073429,2020-05-22
26.1188921340034,A1,25.1086810725084,27.0735228290638,2020-05-23
23.5376299380573,A1,22.5190419928555,24.5300080017227,2020-05-24
32.0032931945272,A1,31.0348123757921,32.9919453436604,2020-05-25
25.2904543097525,A1,24.4044832259328,26.1961341966491,2020-05-26
25.6461378197798,A1,24.8941197873813,26.5490682387114,2020-05-27
26.0313973824037,A1,25.1084241128854,26.9864135168984,2020-05-28
27.1342423879566,A1,26.0596886368857,28.2014470938124,2020-05-29
25.1014091151801,A1,24.0563029368943,26.1699243151127,2020-05-30
22.9850125730343,A1,21.949490988683,23.9659816294426,2020-05-31
36.4659366615086,A1,35.2952029235838,37.6399594826067,2020-06-01
24.4355753403045,A1,23.3779295324209,25.3878677027964,2020-06-02
23.4901437997442,A1,22.6738601656567,24.2587871197447,2020-06-03
23.1140319996958,A1,22.0457223674615,24.059900371615,2020-06-04
26.5400232599851,A1,25.6590885847743,27.5581486778657,2020-06-05
23.1609271308762,A1,22.3846521100753,24.1035835075091,2020-06-06
20.5435621079117,A1,19.8061907740189,21.3395973237141,2020-06-07
27.3236730219634,A1,26.3045711575157,28.3030746246719,2020-06-08
21.4715974820013,A1,20.52413596042,22.4483780965562,2020-06-09
22.8074020816813,A1,21.887435239751,23.7669664015015,2020-06-10
20.6395108311051,A1,19.7023790863646,21.4877345463198,2020-06-11
23.3029230184944,A1,22.3141166935875,24.380457501191,2020-06-12
21.5841971887589,A1,20.6233223748619,22.4380997116399,2020-06-13
19.3040145829725,A1,18.5010928492762,20.2954418960331,2020-06-14
24.7093915144738,A1,23.7466665912918,25.8194313894681,2020-06-15
21.2157170895109,A1,20.4230223488062,22.0378850989629,2020-06-16
19.2449652616286,A1,18.2955251509509,20.0699598269326,2020-06-17
19.889831131275,A1,19.0249050405714,20.6709883849111,2020-06-18
20.4585598646542,A1,19.5390812460075,21.3899614098038,2020-06-19
19.3131880415103,A1,18.5369387166717,20.213214816703,2020-06-20
15.9360961974601,A1,15.1701252575378,16.7610907627641,2020-06-21
19.5867215600944,A1,18.7734700495572,20.387818880468,2020-06-22
17.498821840129,A1,16.6561227568067,18.4657609011266,2020-06-23
16.4398141462439,A1,15.5804897753196,17.2919693436891,2020-06-24
15.8751196789444,A1,15.1500824069511,16.6628037070023,2020-06-25
16.3130045723395,A1,15.5970636709971,17.1650312899733,2020-06-26
13.9820724410291,A1,13.1762470635939,14.7497393144626,2020-06-27
13.2164869405411,A1,12.6362464160557,14.0044279282219,2020-06-28
14.1480683574267,A1,13.5005301077021,14.8482833298472,2020-06-29
15.2730118905496,A1,14.4123513295862,15.9751797561042,2020-06-30
16.8361229726528,A1,16.0030598751896,17.6175371859118,2020-07-01
12.5389358068609,A1,11.932305529103,13.1783027405772,2020-07-02
13.25988742085,A1,12.467423943806,13.8611729384515,2020-07-03
12.1839460878154,A1,11.531833956803,12.8950047563226,2020-07-04
11.5734871116762,A1,10.9766726915133,12.2518348201874,2020-07-05
14.3856275288039,A1,13.6125645032893,15.0890544965107,2020-07-06
12.515783744837,A1,11.8803996852759,13.2881529793697,2020-07-07
11.5339924176354,A1,10.8691350893269,12.2677663168076,2020-07-08
11.3205617548492,A1,10.6009977228238,11.9546610162959,2020-07-09
12.9085465284498,A1,12.2204857461928,13.6499521284223,2020-07-10
10.3248432160861,A1,9.72245277210611,10.9583000784755,2020-07-11
9.86958785218244,A1,9.27559998787151,10.43268916982,2020-07-12
12.2622416849151,A1,11.5503350496523,12.9673388901708,2020-07-13
11.2167757631572,A1,10.4621110466428,11.9392434389215,2020-07-14
10.6503853623465,A1,10.0008685235254,11.3370585626398,2020-07-15
9.1484820624196,A1,8.49482817366976,9.77487253517906,2020-07-16
11.2989257546005,A1,10.5788991952539,11.9179157902202,2020-07-17
10.1184532469675,A1,9.43041816067274,10.6753875336553,2020-07-18
