Indicador,Valor,cod_color,cod_region,fecha
A1,5.95970013089525,3,15,2020-04-01
A1,7.14965689579946,3,15,2020-04-02
A1,6.74308833445718,3,15,2020-04-03
A1,7.54630915076752,3,15,2020-04-04
A1,6.35635238586332,3,15,2020-04-05
A1,9.1329181706398,3,15,2020-04-06
A1,7.53639284439332,3,15,2020-04-07
A1,7.54630915076752,3,15,2020-04-08
A1,6.34643607948911,3,15,2020-04-09
A1,5.56304787592718,3,15,2020-04-10
A1,4.76974336599104,2,15,2020-04-11
A1,4.37309111102297,2,15,2020-04-12
A1,6.34643607948911,3,15,2020-04-13
A1,5.1564793145849,3,15,2020-04-14
A1,5.1564793145849,3,15,2020-04-15
A1,5.94978382452104,3,15,2020-04-16
A1,6.34643607948911,3,15,2020-04-17
A1,6.74308833445718,3,15,2020-04-18
A1,6.74308833445718,3,15,2020-04-19
A1,9.1230018642656,3,15,2020-04-20
A1,7.93304509936139,3,15,2020-04-21
A1,6.75300464083139,3,15,2020-04-22
A1,5.1564793145849,3,15,2020-04-23
A1,5.55313156955297,3,15,2020-04-24
A1,5.16639562095911,3,15,2020-04-25
A1,4.75982705961683,2,15,2020-04-26
A1,6.35635238586332,3,15,2020-04-27
A1,5.94978382452104,3,15,2020-04-28
A1,5.94978382452104,3,15,2020-04-29
A1,5.1564793145849,3,15,2020-04-30
A1,5.1564793145849,3,15,2020-05-01
A1,4.75982705961683,2,15,2020-05-02
A1,4.36317480464876,2,15,2020-05-03
A1,5.94978382452104,3,15,2020-05-04
A1,5.1564793145849,3,15,2020-05-05
A1,5.55313156955297,3,15,2020-05-06
A1,5.1564793145849,3,15,2020-05-07
A1,5.1564793145849,3,15,2020-05-08
A1,5.56304787592718,3,15,2020-05-09
A1,5.94978382452104,3,15,2020-05-10
A1,8.72634960929753,3,15,2020-05-11
A1,7.53639284439332,3,15,2020-05-12
A1,8.32969735432946,3,15,2020-05-13
A1,7.94296140573559,3,15,2020-05-14
A1,8.33961366070366,3,15,2020-05-15
A1,9.1230018642656,3,15,2020-05-16
A1,9.51965411923367,3,15,2020-05-17
A1,13.0895244139463,4,15,2020-05-18
A1,13.0895244139463,4,15,2020-05-19
A1,12.2962199040102,4,15,2020-05-20
A1,13.0994407203205,4,15,2020-05-21
A1,13.0895244139463,4,15,2020-05-22
A1,12.6928721589782,4,15,2020-05-23
A1,11.8995676490421,4,15,2020-05-24
A1,14.6860497401928,4,15,2020-05-25
A1,13.8927452302566,4,15,2020-05-26
A1,15.4793542501289,4,15,2020-05-27
A1,17.056046963627,4,15,2020-05-28
A1,19.0492245448415,4,15,2020-05-29
A1,19.4359604934354,4,15,2020-05-30
A1,18.6525722898735,4,15,2020-05-31
A1,26.2087977470152,4,15,2020-06-01
A1,22.2125262782119,4,15,2020-06-02
A1,21.42913807465,4,15,2020-06-03
A1,20.2292650033715,4,15,2020-06-04
A1,18.6525722898735,4,15,2020-06-05
A1,19.4359604934354,4,15,2020-06-06
A1,17.4526992185951,4,15,2020-06-07
A1,23.8090516044584,4,15,2020-06-08
A1,22.2224425845861,4,15,2020-06-09
A1,22.6190948395542,4,15,2020-06-10
A1,20.6259172583396,4,15,2020-06-11
A1,20.645749871088,4,15,2020-06-12
A1,24.1957875530522,4,15,2020-06-13
A1,21.0225695133077,4,15,2020-06-14
A1,24.6023561143945,4,15,2020-06-15
A1,23.0157470945222,4,15,2020-06-16
A1,20.2292650033715,4,15,2020-06-17
A1,21.4192217682758,4,15,2020-06-18
A1,23.7991352980842,4,15,2020-06-19
A1,21.0324858196819,4,15,2020-06-20
A1,21.0225695133077,4,15,2020-06-21
A1,29.3522668676371,4,15,2020-06-22
A1,25.7823965729245,4,15,2020-06-23
A1,24.1957875530522,4,15,2020-06-24
A1,26.5856173892349,4,15,2020-06-25
A1,27.378921899171,4,15,2020-06-26
A1,29.3720994803856,4,15,2020-06-27
A1,27.7755741541391,4,15,2020-06-28
A1,30.5521399389156,4,15,2020-06-29
A1,32.1288326524136,4,15,2020-06-30
A1,35.3020506921582,4,15,2020-07-01
A1,31.3355281424775,4,15,2020-07-02
A1,32.1288326524136,4,15,2020-07-03
A1,35.6987029471263,4,15,2020-07-04
A1,32.932053468724,4,15,2020-07-05
A1,44.0383166078299,4,15,2020-07-06
A1,40.061877751775,4,15,2020-07-07
A1,45.6249256277022,4,15,2020-07-08
A1,49.2245448415374,4,15,2020-07-09
A1,55.1644123596843,4,15,2020-07-10
A1,46.4281464440125,4,15,2020-07-11
A1,43.2450120978938,4,15,2020-07-12
A1,55.5313156955297,4,15,2020-07-13
A1,48.7882273610725,4,15,2020-07-14
A1,52.3680139621594,4,15,2020-07-15
A1,53.9447066756575,4,15,2020-07-16
A1,60.7175439292372,4,15,2020-07-17
A1,55.1445797469359,4,15,2020-07-18
A1,47.5982705961683,4,15,2020-07-19
A1,65.864106937448,4,15,2020-07-20
A1,58.7144500416485,4,15,2020-07-21
A1,59.5077545515846,4,15,2020-07-22
A1,49.1947959224148,4,15,2020-07-23
A1,44.8217048113919,4,15,2020-07-24
A1,42.074887945738,4,15,2020-07-25
