Domingo_semana,region,0,0.0275,0.975
2020-09-20,8,189.3,175.7,202.9
2020-09-20,9,111.6,102.5,123.0
2020-09-20,10,124.2,114.1,134.3
2020-09-20,11,29.4,24.2,35.0
2020-09-20,12,206.4,193.7,219.6
2020-09-20,13,378.3,360.2,399.3
2020-09-20,14,49.0,41.9,56.3
2020-09-20,15,58.5,51.5,66.4
2020-09-20,16,40.3,34.2,46.9
2020-09-27,1,25.3,20.5,29.6
2020-09-27,2,48.0,40.9,55.3
2020-09-27,3,31.6,26.9,37.3
2020-09-27,4,31.8,26.4,37.3
2020-09-27,5,111.4,101.6,122.2
2020-09-27,6,77.7,69.7,86.7
2020-09-27,7,105.8,95.8,117.0
2020-09-27,8,161.7,149.1,175.3
2020-09-27,9,140.9,128.9,152.9
2020-09-27,10,154.6,142.5,167.1
2020-09-27,11,22.3,17.9,27.1
2020-09-27,12,175.8,163.1,189.3
2020-09-27,13,321.7,303.2,338.3
2020-09-27,14,47.3,41.0,54.3
2020-09-27,15,56.4,48.6,64.9
2020-09-27,16,35.2,29.9,41.7
2020-10-04,1,22.3,17.6,27.0
2020-10-04,2,45.5,38.8,52.0
2020-10-04,3,28.3,23.1,34.0
2020-10-04,4,24.9,20.4,30.2
2020-10-04,5,93.6,84.8,102.7
2020-10-04,6,77.3,68.6,85.7
2020-10-04,7,103.0,92.8,113.4
2020-10-04,8,189.6,174.8,205.7
2020-10-04,9,158.0,145.0,175.4
2020-10-04,10,176.9,164.0,190.8
2020-10-04,11,19.1,15.1,23.2
2020-10-04,12,115.0,105.0,126.0
2020-10-04,13,315.8,297.8,334.0
2020-10-04,14,42.6,36.4,49.3
2020-10-04,15,46.4,39.6,54.1
2020-10-04,16,33.8,28.9,39.7
2020-10-11,1,25.0,20.9,29.9
2020-10-11,2,39.0,34.0,45.0
2020-10-11,3,24.5,19.7,29.7
2020-10-11,4,20.0,15.3,25.2
2020-10-11,5,84.0,74.9,92.7
2020-10-11,6,74.4,66.4,82.4
2020-10-11,7,93.2,84.6,101.6
2020-10-11,8,214.9,196.5,231.9
2020-10-11,9,149.9,137.7,162.0
2020-10-11,10,190.4,176.2,206.0
2020-10-11,11,21.3,17.6,25.9
2020-10-11,12,79.1,69.6,88.6
2020-10-11,13,310.9,294.9,329.4
2020-10-11,14,54.4,47.7,62.1
2020-10-11,15,43.9,38.2,51.0
2020-10-11,16,33.0,27.2,38.9
2020-10-18,1,31.9,26.3,37.9
2020-10-18,2,38.3,33.0,44.4
2020-10-18,3,21.6,16.5,26.6
2020-10-18,4,16.5,12.7,20.4
2020-10-18,5,70.8,62.8,81.1
2020-10-18,6,55.7,48.5,64.0
2020-10-18,7,77.8,69.7,87.0
2020-10-18,8,193.7,180.7,208.2
2020-10-18,9,168.8,156.3,182.0
2020-10-18,10,189.7,176.6,201.4
2020-10-18,11,10.5,8.0,13.9
2020-10-18,12,73.5,64.1,83.0
2020-10-18,13,289.9,274.4,306.7
2020-10-18,14,61.5,54.1,69.4
2020-10-18,15,36.0,30.5,42.7
2020-10-18,16,35.4,30.3,41.3
2020-10-25,1,30.5,24.6,36.1
2020-10-25,2,32.4,27.9,38.0
2020-10-25,3,11.3,7.9,15.2
2020-10-25,4,11.4,8.3,15.0
2020-10-25,5,70.8,63.7,79.1
2020-10-25,6,40.7,34.6,47.2
2020-10-25,7,80.8,72.1,89.3
2020-10-25,8,194.4,180.9,208.0
2020-10-25,9,190.0,175.6,201.6
2020-10-25,10,194.6,180.6,208.9
2020-10-25,11,9.1,6.1,12.6
2020-10-25,12,79.2,70.0,88.4
2020-10-25,13,268.4,252.4,284.2
2020-10-25,14,77.0,68.2,86.4
2020-10-25,15,29.4,23.7,34.7
2020-10-25,16,40.3,34.8,45.9
2020-11-01,1,37.5,31.1,43.6
2020-11-01,2,26.4,22.1,31.3
2020-11-01,3,6.6,4.3,9.3
2020-11-01,4,10.8,7.8,13.9
2020-11-01,5,72.1,63.9,82.0
2020-11-01,6,43.1,37.2,49.9
2020-11-01,7,71.6,64.2,80.1
2020-11-01,8,215.6,201.9,230.9
2020-11-01,9,186.7,171.9,199.6
2020-11-01,10,214.9,201.7,229.7
2020-11-01,11,7.7,5.4,9.9
2020-11-01,12,62.8,53.8,71.1
2020-11-01,13,266.5,249.5,282.3
2020-11-01,14,88.4,80.0,98.1
2020-11-01,15,29.0,24.1,33.3
2020-11-01,16,39.3,32.9,45.7
2020-11-08,1,31.3,26.1,37.6
2020-11-08,2,26.1,21.4,31.0
2020-11-08,3,10.2,7.2,13.6
2020-11-08,4,13.1,10.0,16.6
2020-11-08,5,66.7,59.6,74.0
2020-11-08,6,39.0,33.3,45.4
2020-11-08,7,75.7,66.9,86.3
2020-11-08,8,247.5,232.0,263.3
2020-11-08,9,166.1,154.8,180.7
2020-11-08,10,197.9,185.1,210.7
2020-11-08,11,6.5,4.1,8.7
2020-11-08,12,62.3,55.4,70.7
2020-11-08,13,266.3,248.1,281.7
2020-11-08,14,93.7,83.8,104.7
2020-11-08,15,20.9,16.6,25.0
2020-11-08,16,47.1,40.5,54.4
2020-11-15,1,27.9,23.0,32.6
2020-11-15,2,22.6,17.8,27.0
2020-11-15,3,12.0,8.1,16.0
2020-11-15,4,19.2,14.9,24.5
2020-11-15,5,69.6,62.1,78.3
2020-11-15,6,40.4,34.4,45.6
2020-11-15,7,70.2,62.8,78.4
2020-11-15,8,247.4,233.8,264.0
2020-11-15,9,157.9,146.3,171.0
2020-11-15,10,181.4,168.9,193.4
2020-11-15,11,6.1,3.6,8.9
2020-11-15,12,78.3,69.5,86.9
2020-11-15,13,280.0,266.7,298.9
2020-11-15,14,90.6,80.9,100.8
2020-11-15,15,16.1,12.4,20.3
2020-11-15,16,50.3,44.3,57.0
2020-11-22,1,31.7,26.6,36.7
2020-11-22,2,22.9,18.7,27.2
2020-11-22,3,11.8,9.3,14.7
2020-11-22,4,28.2,23.6,33.0
2020-11-22,5,80.0,72.2,89.4
2020-11-22,6,41.7,35.6,48.4
2020-11-22,7,70.2,62.0,78.9
