Domingo_semana,Indicador,Estimado,Inferior,Superior
2020-03-08,A2,2.6218862813164927,1.6627986142394502,3.58097394839353
2020-03-08,B1,0.05670731792373389,0.0,0.0
2020-03-08,B2,0.06563959124804367,0.0,0.0
2020-03-08,C2,0.0350154244347025,0.0201402366636748,0.0530481970237295
2020-03-08,C3,0.0607709750566893,0.0,0.0
2020-03-08,C4,0.1305182476167562,0.0,0.0
2020-03-08,C5,0.015310660911538102,0.0,0.0
2020-03-15,A2,2.356949124856803,1.6504913412137543,3.063406908499856
2020-03-15,B1,0.5100281429520711,0.0,0.0
2020-03-15,B2,0.08754202938626278,0.0,0.0
2020-03-15,C2,0.0350154244347025,0.0201402366636748,0.0530481970237295
2020-03-15,C3,0.13545906765531474,0.0,0.0
2020-03-15,C4,0.23250047938015,0.0,0.0
2020-03-15,C5,0.06533816355176442,0.0,0.0
2020-03-22,A2,1.4132276608148284,1.21120909035224,1.615246231277423
2020-03-22,B1,0.9510442728949371,0.0,0.0
2020-03-22,B2,0.08719150871919136,0.0,0.0
2020-03-22,C2,0.0436920721595937,0.0347441622677611,0.0535612984365644
2020-03-22,C3,0.1806665216398367,0.0,0.0
2020-03-22,C4,0.2725116888089004,0.0,0.0
2020-03-22,C5,0.09719364539089123,0.0,0.0
2020-03-29,A1,2.0536020342979397,1.793353328218125,2.3077864932771677
2020-03-29,A2,1.1064711408350185,1.04686320704448,1.16607907462556
2020-03-29,B1,1.0406277391436947,0.0,0.0
2020-03-29,B2,0.11452342338558798,0.0,0.0
2020-03-29,C2,0.0832076210475303,0.0725884641959597,0.0944411786280586
2020-03-29,C3,0.2710093956104283,0.0,0.0
2020-03-29,C4,0.34084456979191735,0.0,0.0
2020-03-29,C5,0.18499930030236117,0.0,0.0
2020-04-05,A1,2.0417350882843515,1.7911186972117772,2.3092961310617413
2020-04-05,A2,1.0759079821163315,1.03020902514565,1.121606939087013
2020-04-05,B1,1.307006767655714,0.0,0.0
2020-04-05,B2,0.09665864873396722,0.0,0.0
2020-04-05,C2,0.153573489486348,0.140281223503441,0.167716384140546
2020-04-05,C3,0.40180670969361404,0.0,0.0
2020-04-05,C4,0.36506613960611284,0.0,0.0
2020-04-05,C5,0.24631873514131003,0.0,0.0
2020-04-12,A1,2.758898383261446,2.4678402183951227,3.0712181214974126
2020-04-12,A2,1.142904458355093,1.0904798635365542,1.1953290531736356
2020-04-12,B1,1.4849623190738117,0.0,0.0
2020-04-12,B2,0.10193266406911634,0.0,0.0
2020-04-12,C2,0.217972169990328,0.202582347034992,0.233556324778275
2020-04-12,C3,0.49929731520890225,0.0,0.0
2020-04-12,C4,0.4085429395116617,0.0,0.0
2020-04-12,C5,0.3209345104723004,0.0,0.0
2020-04-12,D1,63.696000000000005,0.0,0.0
