Domingo_semana,Indicador,Valor,cod_color
2020-03-08,A2,3.58097394839353,4
2020-03-08,B1,0.05670731792373389,4
2020-03-08,B2,0.06563959124804367,3
2020-03-08,C2,0.0201402366636748,4
2020-03-08,C3,0.0607709750566893,4
2020-03-08,C4,0.1305182476167562,4
2020-03-08,C5,0.015310660911538102,4
2020-03-15,A2,3.063406908499856,4
2020-03-15,B1,0.5100281429520711,4
2020-03-15,B2,0.08754202938626278,3
2020-03-15,C2,0.0201402366636748,4
2020-03-15,C3,0.13545906765531474,4
2020-03-15,C4,0.23250047938015,4
2020-03-15,C5,0.06533816355176442,4
2020-03-22,A2,1.615246231277423,4
2020-03-22,B1,0.9510442728949371,4
2020-03-22,B2,0.08719150871919136,3
2020-03-22,C2,0.0347441622677611,4
2020-03-22,C3,0.1806665216398367,4
2020-03-22,C4,0.2725116888089004,4
2020-03-22,C5,0.09719364539089123,4
2020-03-29,A1,2.3077864932771677,2
2020-03-29,A2,1.16607907462556,4
2020-03-29,B1,1.0406277391436947,3
2020-03-29,B2,0.11452342338558798,4
2020-03-29,C2,0.0725884641959597,4
2020-03-29,C3,0.2710093956104283,4
2020-03-29,C4,0.34084456979191735,4
2020-03-29,C5,0.18499930030236117,4
2020-04-05,A1,2.3092961310617413,2
2020-04-05,A2,1.121606939087013,4
2020-04-05,B1,1.307006767655714,3
2020-04-05,B2,0.09665864873396722,3
2020-04-05,C2,0.140281223503441,4
2020-04-05,C3,0.40180670969361404,3
2020-04-05,C4,0.36506613960611284,4
2020-04-05,C5,0.24631873514131003,4
2020-04-12,A1,3.0712181214974126,2
2020-04-12,A2,1.1953290531736356,4
2020-04-12,B1,1.4849623190738117,3
2020-04-12,B2,0.10193266406911634,4
2020-04-12,C2,0.202582347034992,3
2020-04-12,C3,0.49929731520890225,3
2020-04-12,C4,0.4085429395116617,3
2020-04-12,C5,0.3209345104723004,4
2020-04-12,D1,63.696000000000005,1
2020-04-12,D2,23.94836559138461,1
2020-04-19,A1,4.8694949796330125,2
2020-04-19,A2,1.3785397365390115,4
2020-04-19,B1,2.170692110465914,3
2020-04-19,B2,0.11135697073042358,4
2020-04-19,C2,0.249147365286143,3
2020-04-19,C3,0.5270045059732944,3
2020-04-19,C4,0.4042987922507513,3
2020-04-19,C5,0.32063580946634973,4
2020-04-19,D1,66.3442857142857,1
2020-04-19,D2,24.519560925080548,1
2020-04-19,D4,15.000000000000002,3
2020-04-26,A1,10.83631767462995,4
2020-04-26,A2,1.7200412411689427,4
2020-04-26,B1,2.2166805412626864,3
2020-04-26,B2,0.14172773082318169,4
