Domingo_semana,Indicador,cod_region,Estimado,Inferior,Superior
2020-03-08,A2,1,2.314479761074505,-0.6465609484887861,5.275520470637802
2020-03-08,A2,2,2.158328866969481,0.04749619917514341,4.269161534763818
2020-03-08,A2,3,3.0743889771507327,-1.6673202064328458,7.8160981607343105
2020-03-08,A2,4,2.200492248666601,-0.11232860778747268,4.513313105120677
2020-03-08,A2,5,1.9731975413071645,0.7581807330800866,3.1882143495342428
2020-03-08,A2,6,2.1874200609285075,-0.12630795983175588,4.501148081688768
2020-03-08,A2,7,1.8883723107816404,0.6451268109298178,3.1316178106334602
2020-03-08,A2,8,2.26640951565282,0.9149319901895766,3.6178870411160644
2020-03-08,A2,9,2.2500520384289815,1.0091815886848887,3.490922488173074
2020-03-08,A2,10,2.2799373619034586,0.7800772573343249,3.779797466472594
2020-03-08,A2,11,2.9710761103177816,-1.518968327913317,7.4611205485488785
2020-03-08,A2,12,2.2517316868031143,0.22641820041538516,4.277045173190844
2020-03-08,A2,13,2.5008410793508142,1.5824547122454216,3.4192274464562074
2020-03-08,A2,14,2.1612157357218527,-0.13651948138472775,4.4589509528284355
2020-03-08,A2,15,2.0738621669098385,-0.42160232568192557,4.569326659501603
2020-03-08,A2,16,2.535109605140691,0.869164308382666,4.201054901898717
2020-03-08,B1,1,0.04627882769757974,0.0,0.0
2020-03-08,B1,2,0.015899308235552526,0.0,0.0
2020-03-08,B1,3,0.00889710812210642,0.0,0.0
2020-03-08,B1,4,0.023749835972355828,0.0,0.0
2020-03-08,B1,5,0.024196152083019,0.0,0.0
2020-03-08,B1,6,0.017874025883607484,0.0,0.0
2020-03-08,B1,7,0.05603532648717941,0.0,0.0
2020-03-08,B1,8,0.0339175975830749,0.0,0.0
2020-03-08,B1,9,0.05084219891242755,0.0,0.0
2020-03-08,B1,10,0.02852527531698307,0.0,0.0
2020-03-08,B1,11,0.029291193070236258,0.0,0.0
2020-03-08,B1,12,0.040847906424654766,0.0,0.0
2020-03-08,B1,13,0.09035524326958047,0.0,0.0
2020-03-08,B1,14,0.01443232559326533,0.0,0.0
2020-03-08,B1,15,0.04079851765385852,0.0,0.0
2020-03-08,B1,16,0.05110508462080442,0.0,0.0
2020-03-08,B2,5,0.004818594104308357,0.0,0.0
2020-03-08,B2,7,0.08498487114143898,0.0,0.0
2020-03-08,B2,10,0.08073593073593066,0.0,0.0
2020-03-08,B2,13,0.0730912753192112,0.0,0.0
2020-03-08,C2,1,0.0732190394873224,0.0163636901996585,0.167779995467778
2020-03-08,C2,2,0.0560033386076405,0.0124964791412152,0.128201787804238
2020-03-08,C2,3,0.100814096027573,0.0231100874777548,0.221659127716221
2020-03-08,C2,4,0.0748013134449614,0.0176437633911221,0.165524105421174
2020-03-08,C2,5,0.0582155976389932,0.0135597378381641,0.127999206056809
2020-03-08,C2,6,0.078919869949698,0.0175202076176602,0.176405618560918
2020-03-08,C2,7,0.10158870273905,0.0329517168150962,0.197293533442281
2020-03-08,C2,8,0.0825746951311438,0.0268646234354548,0.160146385299266
2020-03-08,C2,9,0.0454190914969719,0.010147176668456,0.101344406482066
2020-03-08,C2,10,0.0614688833200259,0.0143036079890921,0.134450112717854
2020-03-08,C2,11,0.0873878566514765,0.0185695795286692,0.199868402241324
2020-03-08,C2,12,0.0489872718375556,0.0103059111205066,0.112498220469496
2020-03-08,C2,13,0.0331395056244217,0.015726940874166,0.0551870283253294
2020-03-08,C2,14,0.0809969750227237,0.0200777361633161,0.172757760731829
2020-03-08,C2,15,0.0783348998801441,0.0175213857927556,0.178169581156546
2020-03-08,C2,16,0.117660803330154,0.0568322968820595,0.192866442971303
2020-03-08,C3,13,0.0413703943115708,0.0,0.0
2020-03-08,C4,5,0.0357142857142857,0.0,0.0
2020-03-08,C4,8,0.11734693877551026,0.0,0.0
2020-03-08,C4,9,0.005952380952380967,0.0,0.0
2020-03-08,C4,13,0.14408944835957457,0.0,0.0
2020-03-08,C5,5,0.0,0.0,0.0
2020-03-08,C5,8,0.0476190476190476,0.0,0.0
2020-03-08,C5,9,0.0,0.0,0.0
2020-03-08,C5,13,0.0050924685071026595,0.0,0.0
2020-03-15,A2,1,1.852230365114906,0.29623843180971887,3.408222298420093
2020-03-15,A2,2,1.9964114720965445,0.9129054815590623,3.0799174626340275
2020-03-15,A2,3,2.3993527770730445,-1.4191838294780286,6.217889383624116
2020-03-15,A2,4,1.6838641306322744,0.7521841772999888,2.615544083964557
2020-03-15,A2,5,2.083128312111874,1.2809150508659144,2.885341573357833
2020-03-15,A2,6,1.6532078212766013,0.6710922076902844,2.6353234348629186
2020-03-15,A2,7,1.6038370232999541,0.8567224393412552,2.3509516072586543
2020-03-15,A2,8,2.2214981193504584,1.4467330390155357,2.99626319968538
2020-03-15,A2,9,2.5046039212910984,1.6028719539773688,3.406335888604832
2020-03-15,A2,10,2.37319332817735,1.3897461680537957,3.3566404883009056
2020-03-15,A2,11,2.118314197086623,-1.306311081800884,5.5429394759741255
2020-03-15,A2,12,2.460027793770064,1.3257567083067272,3.594298879233407
2020-03-15,A2,13,2.1269004116633883,1.5460278682944772,2.7077729550323
2020-03-15,A2,14,2.34972867956376,0.9611405569793835,3.7383168021481348
2020-03-15,A2,15,1.7061330913141712,0.27641207169890714,3.135854110929436
2020-03-15,A2,16,2.507708808756683,1.5058152968428087,3.5096023206705573
2020-03-15,B1,1,0.17653133468512294,0.0,0.0
2020-03-15,B1,2,0.1612644121034619,0.0,0.0
2020-03-15,B1,3,0.1956455918687694,0.0,0.0
