Domingo_semana,region,0,0.0275,0.975
2020-05-24,14,9.6,6.7,12.7
2020-05-24,15,27.3,22.7,32.6
2020-05-24,16,29.4,24.3,34.7
2020-05-31,1,114.9,103.6,124.9
2020-05-31,2,184.3,173.1,196.6
2020-05-31,3,23.4,19.1,27.9
2020-05-31,4,68.0,61.0,76.7
2020-05-31,5,281.2,266.1,299.4
2020-05-31,6,105.5,96.7,116.3
2020-05-31,7,129.8,118.0,139.8
2020-05-31,8,103.6,93.9,113.6
2020-05-31,9,42.7,36.1,48.7
2020-05-31,10,22.1,18.1,26.3
2020-05-31,11,0.6,0.0,1.4
2020-05-31,12,5.2,3.3,7.6
2020-05-31,13,3832.8,3771.9,3898.0
2020-05-31,14,10.7,7.6,14.4
2020-05-31,15,37.1,31.3,44.2
2020-05-31,16,38.6,33.1,44.4
2020-06-07,1,109.0,99.2,119.4
2020-06-07,2,226.2,212.2,240.3
2020-06-07,3,30.6,25.4,36.3
2020-06-07,4,74.0,65.5,82.6
2020-06-07,5,257.5,240.8,276.4
2020-06-07,6,161.3,148.9,172.6
2020-06-07,7,143.4,130.8,156.0
2020-06-07,8,160.5,149.6,174.1
2020-06-07,9,40.3,34.4,46.4
2020-06-07,10,27.6,22.8,33.2
2020-06-07,11,0.7,0.1,1.7
2020-06-07,12,15.1,11.4,18.7
2020-06-07,13,3035.4,2971.7,3095.6
2020-06-07,14,14.1,10.6,17.6
2020-06-07,15,39.0,33.6,45.4
2020-06-07,16,41.1,35.0,48.4
2020-06-14,1,92.6,83.3,101.0
2020-06-14,2,240.3,222.6,257.6
2020-06-14,3,36.1,31.1,42.7
2020-06-14,4,74.4,65.6,83.9
2020-06-14,5,259.3,242.4,275.8
2020-06-14,6,243.8,228.3,259.7
2020-06-14,7,155.9,142.0,169.4
2020-06-14,8,205.5,190.0,219.3
2020-06-14,9,29.7,24.0,35.1
2020-06-14,10,33.6,28.5,38.7
2020-06-14,11,1.0,0.3,2.1
2020-06-14,12,14.2,10.5,17.9
2020-06-14,13,2526.4,2477.0,2579.9
2020-06-14,14,9.9,7.0,13.0
2020-06-14,15,41.1,33.7,48.6
2020-06-14,16,41.1,35.0,47.1
2020-06-21,1,81.9,73.8,91.9
2020-06-21,2,235.4,219.6,250.2
2020-06-21,3,35.3,29.2,41.0
2020-06-21,4,84.0,74.1,94.3
2020-06-21,5,233.8,220.5,250.4
2020-06-21,6,226.8,211.2,241.7
2020-06-21,7,134.0,122.1,145.4
2020-06-21,8,172.0,158.7,187.0
2020-06-21,9,31.0,26.4,36.0
2020-06-21,10,36.5,30.9,42.6
2020-06-21,11,1.3,0.6,2.4
2020-06-21,12,11.9,8.9,15.1
2020-06-21,13,1842.3,1797.6,1885.8
2020-06-21,14,8.6,6.1,11.3
2020-06-21,15,48.2,41.3,55.4
2020-06-21,16,31.6,26.4,36.4
2020-06-28,1,83.4,75.4,92.7
2020-06-28,2,234.2,220.2,250.7
2020-06-28,3,41.8,36.3,47.4
2020-06-28,4,84.9,76.7,92.9
2020-06-28,5,212.5,198.5,227.7
2020-06-28,6,186.5,172.1,199.7
2020-06-28,7,119.5,108.2,131.0
2020-06-28,8,138.3,127.9,149.7
2020-06-28,9,27.5,21.4,32.6
2020-06-28,10,50.1,43.3,57.4
2020-06-28,11,1.0,0.4,1.9
2020-06-28,12,8.0,5.8,10.3
2020-06-28,13,1413.3,1375.1,1453.5
2020-06-28,14,6.5,4.6,9.0
2020-06-28,15,60.0,52.9,67.9
2020-06-28,16,40.5,35.1,47.0
2020-07-05,1,70.9,62.6,80.2
2020-07-05,2,180.2,164.5,196.0
2020-07-05,3,45.4,39.3,51.4
2020-07-05,4,109.2,98.8,119.7
2020-07-05,5,180.3,168.2,194.7
2020-07-05,6,149.2,138.3,162.2
2020-07-05,7,109.6,98.3,120.7
2020-07-05,8,137.4,125.2,148.3
2020-07-05,9,22.2,18.0,26.3
2020-07-05,10,59.8,52.4,68.1
2020-07-05,11,1.5,0.6,2.9
2020-07-05,12,10.4,7.6,13.9
2020-07-05,13,1124.7,1088.4,1156.6
2020-07-05,14,8.3,5.9,11.3
2020-07-05,15,90.8,82.0,99.4
2020-07-05,16,47.8,40.5,54.7
2020-07-12,1,70.9,63.4,79.3
2020-07-12,2,145.7,134.6,158.6
2020-07-12,3,55.6,48.5,63.4
2020-07-12,4,115.7,105.7,126.2
2020-07-12,5,178.9,165.5,192.9
2020-07-12,6,124.2,114.0,138.6
2020-07-12,7,108.6,97.5,120.6
2020-07-12,8,160.3,148.8,173.0
2020-07-12,9,25.2,20.4,30.3
2020-07-12,10,69.4,61.1,79.4
2020-07-12,11,1.2,0.4,2.4
2020-07-12,12,9.6,6.9,13.0
2020-07-12,13,856.0,828.1,888.4
2020-07-12,14,8.7,5.9,11.4
2020-07-12,15,107.6,97.6,117.9
2020-07-12,16,34.0,28.6,39.6
2020-07-19,1,82.4,74.0,91.3
2020-07-19,2,127.5,114.9,138.9
2020-07-19,3,90.9,81.4,102.0
2020-07-19,4,123.1,113.3,134.1
2020-07-19,5,167.5,153.7,182.0
2020-07-19,6,92.8,83.1,101.7
2020-07-19,7,104.8,94.6,113.9
2020-07-19,8,166.6,154.0,178.3
2020-07-19,9,37.5,31.3,44.1
2020-07-19,10,100.1,90.6,110.0
2020-07-19,11,1.1,0.3,2.0
2020-07-19,12,15.3,11.4,19.0
2020-07-19,13,734.3,708.9,764.3
2020-07-19,14,6.6,4.6,9.1
2020-07-19,15,104.0,94.0,114.7
2020-07-19,16,29.0,24.0,34.6
2020-07-26,1,72.2,64.1,81.9
2020-07-26,2,127.7,116.4,138.4
2020-07-26,3,112.4,101.4,123.7
2020-07-26,4,122.6,111.5,134.0
2020-07-26,5,151.4,139.5,163.9
2020-07-26,6,103.9,95.5,113.4
2020-07-26,7,83.2,74.1,92.9
2020-07-26,8,150.1,137.4,163.0
2020-07-26,9,34.1,28.9,39.6
2020-07-26,10,107.0,96.8,118.0
2020-07-26,11,1.3,0.4,2.4
2020-07-26,12,24.5,20.0,29.7
