Estimado,Indicador,Inferior,Superior,cod_region,fecha
3.74836380944826,A1,1.57669271349808,7.13974058942525,15,2020-04-01
3.71464836777597,A1,1.18004045853001,6.34643607948911,15,2020-04-02
3.95858950458133,A1,1.58660901987228,7.14965689579946,15,2020-04-03
4.45242156201658,A1,1.58660901987228,7.93304509936139,15,2020-04-04
3.88124231486256,A1,1.57669271349808,7.13974058942525,15,2020-04-05
4.46035460711594,A1,1.58660901987228,7.53639284439332,15,2020-04-06
4.25806195708223,A1,1.58660901987228,7.54630915076752,15,2020-04-07
4.07560191979691,A1,1.58660901987228,7.14965689579946,15,2020-04-08
3.28229740986077,A1,1.18995676490421,5.56304787592718,15,2020-04-09
3.17123477846972,A1,1.18995676490421,5.55313156955297,15,2020-04-10
2.80631470389909,A1,0.783388203561937,5.55313156955297,15,2020-04-11
2.59807227004086,A1,0.793304509936139,5.1564793145849,15,2020-04-12
3.5143389790171,A1,1.18995676490421,5.94978382452104,15,2020-04-13
3.08793780492642,A1,1.18004045853001,5.18622823370752,15,2020-04-14
3.27833088731109,A1,1.18995676490421,5.94978382452104,15,2020-04-15
3.14148585934711,A1,0.793304509936139,5.94978382452104,15,2020-04-16
3.64920074570624,A1,1.58660901987228,6.34643607948911,15,2020-04-17
3.43699178929832,A1,1.18995676490421,6.34643607948911,15,2020-04-18
3.59763595256039,A1,1.18995676490421,5.95970013089525,15,2020-04-19
5.16639562095911,A1,1.97334496846615,7.94296140573559,15,2020-04-20
4.32350957915196,A1,1.58660901987228,7.53639284439332,15,2020-04-21
3.90504145016064,A1,1.58660901987228,6.75300464083139,15,2020-04-22
3.22676609416525,A1,1.18995676490421,5.55313156955297,15,2020-04-23
2.8658125421443,A1,0.793304509936139,5.16639562095911,15,2020-04-24
2.91936059656499,A1,0.793304509936139,5.55313156955297,15,2020-04-25
2.50882551267304,A1,0.793304509936139,5.1564793145849,15,2020-04-26
3.38542699615247,A1,1.18995676490421,6.74308833445718,15,2020-04-27
