Indicador,Valor,cod_color,fecha
A1,2.55520649018337,2,2020-04-01
A1,2.2766622589526,2,2020-04-02
A1,2.27190850592883,2,2020-04-03
A1,2.19957437208062,2,2020-04-04
A1,1.98437068789633,2,2020-04-05
A1,2.48235843708935,2,2020-04-06
A1,2.26137316138966,2,2020-04-07
A1,2.35940325752853,2,2020-04-08
A1,2.47773316387703,2,2020-04-09
A1,2.49302226143997,2,2020-04-10
A1,2.14317173485262,2,2020-04-11
A1,2.14856788693365,2,2020-04-12
A1,3.16599951383239,2,2020-04-13
A1,2.96056029531856,2,2020-04-14
A1,3.47422258150888,2,2020-04-15
A1,3.33032519268117,2,2020-04-16
A1,3.29576412340023,2,2020-04-17
A1,3.14056051116464,2,2020-04-18
A1,3.09430777904145,2,2020-04-19
A1,5.13456718491997,3,2020-04-20
A1,4.19897719791698,2,2020-04-21
A1,4.60497340210943,2,2020-04-22
A1,5.02677262311064,3,2020-04-23
A1,6.0488295232217,3,2020-04-24
A1,6.02827275338917,3,2020-04-25
A1,6.19298387167231,3,2020-04-26
A1,9.47692785241884,3,2020-04-27
A1,9.36373713852848,3,2020-04-28
A1,9.38506478722972,3,2020-04-29
A1,11.1578292256625,4,2020-04-30
A1,15.9009184250842,4,2020-05-01
A1,14.6729083872135,4,2020-05-02
A1,15.4195045715687,4,2020-05-03
A1,20.9170272238442,4,2020-05-04
A1,19.0204082471705,4,2020-05-05
A1,19.2155690807681,4,2020-05-06
A1,19.678096402,4,2020-05-07
A1,22.4023823240559,4,2020-05-08
A1,21.1655071791949,4,2020-05-09
A1,23.283882310437,4,2020-05-10
A1,27.8287271607863,4,2020-05-11
A1,25.1927068691988,4,2020-05-12
A1,22.7528752497005,4,2020-05-13
A1,22.2713329163735,4,2020-05-14
A1,28.3792631528637,4,2020-05-15
A1,25.3062830225235,4,2020-05-16
A1,24.8590447988546,4,2020-05-17
A1,31.8220081805666,4,2020-05-18
A1,26.9103534685181,4,2020-05-19
A1,31.0615361765744,4,2020-05-20
A1,25.0741200032274,4,2020-05-21
A1,29.9775520073429,4,2020-05-22
A1,27.0735228290638,4,2020-05-23
A1,24.5300080017227,4,2020-05-24
A1,32.9919453436604,4,2020-05-25
A1,26.1961341966491,4,2020-05-26
A1,26.5490682387114,4,2020-05-27
A1,26.9864135168984,4,2020-05-28
A1,28.2014470938124,4,2020-05-29
A1,26.1699243151127,4,2020-05-30
A1,23.9659816294426,4,2020-05-31
A1,37.6399594826067,4,2020-06-01
A1,25.3878677027964,4,2020-06-02
A1,24.2587871197447,4,2020-06-03
A1,24.059900371615,4,2020-06-04
A1,27.5581486778657,4,2020-06-05
A1,24.1035835075091,4,2020-06-06
A1,21.3395973237141,4,2020-06-07
A1,28.3030746246719,4,2020-06-08
A1,22.4483780965562,4,2020-06-09
A1,23.7669664015015,4,2020-06-10
A1,21.4877345463198,4,2020-06-11
A1,24.380457501191,4,2020-06-12
A1,22.4380997116399,4,2020-06-13
A1,20.2954418960331,4,2020-06-14
A1,25.8194313894681,4,2020-06-15
A1,22.0378850989629,4,2020-06-16
A1,20.0699598269326,4,2020-06-17
A1,20.6709883849111,4,2020-06-18
A1,21.3899614098038,4,2020-06-19
A1,20.213214816703,4,2020-06-20
A1,16.7610907627641,4,2020-06-21
A1,20.387818880468,4,2020-06-22
A1,18.4657609011266,4,2020-06-23
A1,17.2919693436891,4,2020-06-24
A1,16.6628037070023,4,2020-06-25
A1,17.1650312899733,4,2020-06-26
A1,14.7497393144626,4,2020-06-27
A1,14.0044279282219,4,2020-06-28
A1,14.8482833298472,4,2020-06-29
A1,15.9751797561042,4,2020-06-30
A1,17.6175371859118,4,2020-07-01
A1,13.1783027405772,4,2020-07-02
A1,13.8611729384515,4,2020-07-03
A1,12.8950047563226,4,2020-07-04
A1,12.2518348201874,4,2020-07-05
A1,15.0890544965107,4,2020-07-06
A1,13.2881529793697,4,2020-07-07
A1,12.2677663168076,4,2020-07-08
A1,11.9546610162959,4,2020-07-09
A1,13.6499521284223,4,2020-07-10
A1,10.9583000784755,4,2020-07-11
A1,10.43268916982,4,2020-07-12
A1,12.9673388901708,4,2020-07-13
A1,11.9392434389215,4,2020-07-14
A1,11.3370585626398,4,2020-07-15
A1,9.77487253517906,3,2020-07-16
A1,11.9179157902202,4,2020-07-17
A1,10.6753875336553,4,2020-07-18
A1,9.22150998724966,3,2020-07-19
A1,13.0382597460931,4,2020-07-20
A1,11.0852381321913,4,2020-07-21
A1,10.6132033049119,4,2020-07-22
A1,11.2344031932886,4,2020-07-23
A1,10.6230962503938,4,2020-07-24
A1,9.48232400449988,3,2020-07-25
A1,8.35170166371077,3,2020-07-26
A1,11.9600571683769,4,2020-07-27
A1,10.1962863167459,4,2020-07-28
A1,9.75971191742757,3,2020-07-29
A1,10.3914471503435,4,2020-07-30
A1,10.3918325897778,4,2020-07-31
A1,10.5409976508751,4,2020-08-01
A1,8.8711455414165,3,2020-08-02
A1,11.4305918653778,4,2020-08-03
A1,10.6541883647655,4,2020-08-04
A1,9.79581474444595,3,2020-08-05
A1,10.1095624440149,4,2020-08-06
A1,10.2439523267951,4,2020-08-07
A1,8.4305882679431,3,2020-08-08
A1,7.30908799376719,3,2020-08-09
A1,11.1881504611654,4,2020-08-10
A1,9.96553657537576,3,2020-08-11
A1,9.62082524124654,3,2020-08-12
A1,9.00476454532794,3,2020-08-13
A1,9.4676773059942,3,2020-08-14
A1,7.96086607726981,3,2020-08-15
A1,7.25140055842465,3,2020-08-16
A1,10.8451093645851,4,2020-08-17
A1,10.6383853479567,4,2020-08-18
A1,10.0320891177086,4,2020-08-19
A1,10.4535028992754,4,2020-08-20
A1,9.96014042329472,3,2020-08-21
A1,8.11504185101378,3,2020-08-22
A1,7.66266443488669,3,2020-08-23
A1,11.4375297751963,4,2020-08-24
A1,10.6647237093047,4,2020-08-25
A1,10.7721328316796,4,2020-08-26
A1,10.2178709250701,4,2020-08-27
A1,10.9992851383291,4,2020-08-28
A1,8.55200168976648,3,2020-08-29
