Estimado,Indicador,Inferior,Superior,fecha
2.24993845817031,A1,1.98873900148574,2.54415722639839,2020-04-01
2.04244356267322,A1,1.79319272845381,2.29747598840804,2020-04-02
1.98871330552345,A1,1.73177937857913,2.21010971661979,2020-04-03
1.93331281082478,A1,1.65970220435382,2.17940304168245,2020-04-04
1.71173652799241,A1,1.48509814058878,1.94788242144359,2020-04-05
2.21661079507933,A1,1.9269402121767,2.49276530181706,2020-04-06
2.00873046014788,A1,1.77816059051377,2.24646950326107,2020-04-07
2.03668766712011,A1,1.81914565036738,2.31790427842911,2020-04-08
2.21422107058629,A1,1.92642629293089,2.54428570620984,2020-04-09
2.24220397352082,A1,2.00415657886014,2.50330064635624,2020-04-10
1.86195512354362,A1,1.59790341504478,2.11246505991528,2020-04-11
1.92403656843786,A1,1.67010906908154,2.19443517962249,2020-04-12
2.83087277363759,A1,2.5642000769851,3.13015364643692,2020-04-13
2.64850852926076,A1,2.348482473555,3.01670597292365,2020-04-14
3.1354470146688,A1,2.87756233711972,3.45867652432303,2020-04-15
3.00771238612192,A1,2.6668554463363,3.33083911192699,2020-04-16
2.97317701280327,A1,2.67083832049135,3.29936155812093,2020-04-17
2.79253439789992,A1,2.47683380519685,3.06835485712788,2020-04-18
2.81265433637351,A1,2.48171603803208,3.1351643590836,2020-04-19
4.73317055797754,A1,4.34749985995701,5.12390336056934,2020-04-20
3.81834290850541,A1,3.45340885205344,4.27619356460042,2020-04-21
4.18641187235685,A1,3.78642852334041,4.56360290282147,2020-04-22
4.608647924717,A1,4.18304570129677,5.01199744479351,2020-04-23
5.61451636858494,A1,5.20047732819551,6.03855113830543,2020-04-24
5.48349265686486,A1,5.07713670920034,5.93705208725732,2020-04-25
5.66130871591623,A1,5.16938521382381,6.10022144780302,2020-04-26
8.95537690580528,A1,8.38703361186043,9.51894075076407,2020-04-27
8.73356935931229,A1,8.11439945195652,9.30206682903089,2020-04-28
8.87178794047376,A1,8.44292232984262,9.37504336193637,2020-04-29
10.6471476710978,A1,9.97851303633255,11.3114910801606,2020-04-30
