Indicador,Valor,cod_color,cod_region,fecha
A1,5.94978382452104,3,15,2020-04-01
A1,6.75300464083139,3,15,2020-04-02
A1,6.74308833445718,3,15,2020-04-03
A1,7.13974058942525,3,15,2020-04-04
A1,6.34643607948911,3,15,2020-04-05
A1,8.32969735432946,3,15,2020-04-06
A1,7.93304509936139,3,15,2020-04-07
A1,7.13974058942525,3,15,2020-04-08
A1,5.95970013089525,3,15,2020-04-09
A1,5.55313156955297,3,15,2020-04-10
A1,5.55313156955297,3,15,2020-04-11
A1,4.75982705961683,2,15,2020-04-12
A1,6.34643607948911,3,15,2020-04-13
A1,5.55313156955297,3,15,2020-04-14
A1,5.56304787592718,3,15,2020-04-15
A1,6.34643607948911,3,15,2020-04-16
A1,6.74308833445718,3,15,2020-04-17
A1,6.35635238586332,3,15,2020-04-18
A1,5.95970013089525,3,15,2020-04-19
A1,9.91630637420174,3,15,2020-04-20
A1,6.75300464083139,3,15,2020-04-21
A1,6.74308833445718,3,15,2020-04-22
A1,5.94978382452104,3,15,2020-04-23
A1,5.94978382452104,3,15,2020-04-24
A1,4.76974336599104,2,15,2020-04-25
A1,5.1564793145849,3,15,2020-04-26
A1,6.74308833445718,3,15,2020-04-27
A1,6.34643607948911,3,15,2020-04-28
A1,5.96961643726945,3,15,2020-04-29
A1,5.55313156955297,3,15,2020-04-30
A1,5.16639562095911,3,15,2020-05-01
A1,4.75982705961683,2,15,2020-05-02
A1,4.75982705961683,2,15,2020-05-03
A1,5.55313156955297,3,15,2020-05-04
A1,5.56304787592718,3,15,2020-05-05
A1,5.56304787592718,3,15,2020-05-06
A1,5.1564793145849,3,15,2020-05-07
A1,5.95970013089525,3,15,2020-05-08
A1,5.55313156955297,3,15,2020-05-09
A1,5.94978382452104,3,15,2020-05-10
A1,7.93304509936139,3,15,2020-05-11
A1,7.54630915076752,3,15,2020-05-12
A1,7.94296140573559,3,15,2020-05-13
A1,8.32969735432946,3,15,2020-05-14
A1,7.93304509936139,3,15,2020-05-15
A1,10.3129586291698,4,15,2020-05-16
A1,9.52957042560787,3,15,2020-05-17
A1,13.0994407203205,4,15,2020-05-18
A1,13.4861766689144,4,15,2020-05-19
A1,11.5227480068224,4,15,2020-05-20
A1,13.0895244139463,4,15,2020-05-21
A1,12.3061362103844,4,15,2020-05-22
A1,13.0994407203205,4,15,2020-05-23
A1,12.2962199040102,4,15,2020-05-24
A1,14.6860497401928,4,15,2020-05-25
A1,13.4960929752886,4,15,2020-05-26
A1,15.4793542501289,4,15,2020-05-27
A1,16.2627424536908,4,15,2020-05-28
A1,19.4359604934354,4,15,2020-05-29
A1,19.0591408512157,4,15,2020-05-30
A1,17.0659632700012,4,15,2020-05-31
A1,26.5856173892349,4,15,2020-06-01
A1,22.6190948395542,4,15,2020-06-02
A1,20.2292650033715,4,15,2020-06-03
A1,18.6525722898735,4,15,2020-06-04
A1,17.4626155249693,4,15,2020-06-05
A1,19.0492245448415,4,15,2020-06-06
A1,16.6693110150331,4,15,2020-06-07
A1,22.60917853318,4,15,2020-06-08
A1,22.60917853318,4,15,2020-06-09
A1,24.6023561143945,4,15,2020-06-10
A1,20.2391813097457,4,15,2020-06-11
A1,21.825790329618,4,15,2020-06-12
A1,23.4024830431161,4,15,2020-06-13
A1,21.8158740232438,4,15,2020-06-14
A1,25.3857443179564,4,15,2020-06-15
A1,22.6190948395542,4,15,2020-06-16
A1,22.2125262782119,4,15,2020-06-17
A1,21.825790329618,4,15,2020-06-18
A1,23.7991352980842,4,15,2020-06-19
A1,21.8158740232438,4,15,2020-06-20
A1,20.6358335647138,4,15,2020-06-21
A1,27.7755741541391,4,15,2020-06-22
A1,26.9723533378287,4,15,2020-06-23
A1,23.005830788148,4,15,2020-06-24
A1,26.9723533378287,4,15,2020-06-25
A1,27.3888382055452,4,15,2020-06-26
A1,30.5521399389156,4,15,2020-06-27
A1,28.1623101027329,4,15,2020-06-28
A1,28.9556146126691,4,15,2020-06-29
A1,33.7253579786601,4,15,2020-06-30
A1,36.1151878148427,4,15,2020-07-01
A1,30.5521399389156,4,15,2020-07-02
A1,31.7321803974456,4,15,2020-07-03
A1,32.5453175201301,4,15,2020-07-04
A1,34.112093927254,4,15,2020-07-05
A1,46.4182301376383,4,15,2020-07-06
A1,39.6949744159296,4,15,2020-07-07
A1,48.7981436674468,4,15,2020-07-08
A1,47.9949228511364,4,15,2020-07-09
A1,57.9608107572092,4,15,2020-07-10
A1,45.6348419340764,4,15,2020-07-11
A1,43.2648447106422,4,15,2020-07-12
A1,55.9279679504978,4,15,2020-07-13
A1,48.8179762801952,4,15,2020-07-14
A1,53.5480544206894,4,15,2020-07-15
A1,51.9812780135655,4,15,2020-07-16
A1,61.887668081393,4,15,2020-07-17
A1,55.5412320019039,4,15,2020-07-18
A1,47.6081869025425,4,15,2020-07-19
A1,65.4476220697315,4,15,2020-07-20
A1,55.5313156955297,4,15,2020-07-21
A1,59.4978382452104,4,15,2020-07-22
A1,47.6081869025425,4,15,2020-07-23
A1,44.434968862798,4,15,2020-07-24
A1,42.4517075879576,4,15,2020-07-25
A1,38.4752687319027,4,15,2020-07-26
A1,57.1278410217762,4,15,2020-07-27
A1,46.0215778826703,4,15,2020-07-28
A1,36.4920074570624,4,15,2020-07-29
A1,42.0451390266154,4,15,2020-07-30
A1,39.6751418031811,4,15,2020-07-31
A1,42.8880250684225,4,15,2020-08-01
A1,41.6881519971441,4,15,2020-08-02
A1,47.5982705961683,4,15,2020-08-03
A1,47.6081869025425,4,15,2020-08-04
A1,45.2481059854825,4,15,2020-08-05
A1,47.6081869025425,4,15,2020-08-06
A1,39.2784895482131,4,15,2020-08-07
A1,36.8985760184047,4,15,2020-08-08
A1,33.7154416722859,4,15,2020-08-09
A1,36.0953552020943,4,15,2020-08-10
A1,38.8917535996192,4,15,2020-08-11
A1,36.8886597120305,4,15,2020-08-12
A1,31.3355281424775,4,15,2020-08-13
A1,32.9221371623498,4,15,2020-08-14
