Indicador,Valor,cod_color,fecha
A1,2.51409295051831,2,2020-04-01
A1,2.28218689084509,2,2020-04-02
A1,2.27152306649447,2,2020-04-03
A1,2.22565577380564,2,2020-04-04
A1,1.98385676865051,2,2020-04-05
A1,2.52372893637731,2,2020-04-06
A1,2.25096629666194,2,2020-04-07
A1,2.31289356578243,2,2020-04-08
A1,2.46771173858367,2,2020-04-09
A1,2.5234719767544,2,2020-04-10
A1,2.10719738764569,2,2020-04-11
A1,2.15871779203847,2,2020-04-12
A1,3.10432920433481,2,2020-04-13
A1,2.98612777779776,2,2020-04-14
A1,3.49516479077577,2,2020-04-15
A1,3.33045367249263,2,2020-04-16
A1,3.263387210914,2,2020-04-17
A1,3.11486454887398,2,2020-04-18
A1,3.13529283889505,2,2020-04-19
A1,5.21126963235759,3,2020-04-20
A1,4.24497297041727,2,2020-04-21
A1,4.64107622912781,2,2020-04-22
A1,5.03692252821545,3,2020-04-23
A1,5.9924268859937,3,2020-04-24
A1,5.9827909001347,3,2020-04-25
A1,6.19285539186086,3,2020-04-26
A1,9.52330906435348,3,2020-04-27
A1,9.35962578456197,3,2020-04-28
A1,9.45123189012818,3,2020-04-29
A1,11.2245102478067,4,2020-04-30
A1,15.6985627220452,4,2020-05-01
A1,14.6678976745668,4,2020-05-02
A1,15.3990762815476,4,2020-05-03
A1,20.9801108112678,4,2020-05-04
A1,19.1643056359982,4,2020-05-05
A1,19.1383527140846,4,2020-05-06
A1,19.7193384214765,4,2020-05-07
A1,22.443495863721,4,2020-05-08
A1,21.1798969180777,4,2020-05-09
A1,23.3589145203258,4,2020-05-10
A1,27.9834168537761,4,2020-05-11
A1,25.351764875778,4,2020-05-12
A1,22.8090209273056,4,2020-05-13
A1,22.2491059089921,4,2020-05-14
A1,28.4409334623613,4,2020-05-15
A1,25.3467541631313,4,2020-05-16
A1,24.9921498835202,4,2020-05-17
A1,31.7095883455449,4,2020-05-18
A1,26.7555352957168,4,2020-05-19
A1,31.025690309179,4,2020-05-20
A1,25.0290235894073,4,2020-05-21
A1,29.9156247382224,4,2020-05-22
A1,27.1306963451605,4,2020-05-23
A1,24.4536909937194,4,2020-05-24
A1,33.0863780050786,4,2020-05-25
A1,26.2106524153434,4,2020-05-26
A1,26.6005886431042,4,2020-05-27
A1,26.9823021629319,4,2020-05-28
A1,28.2298411321435,4,2020-05-29
A1,26.1137786375076,4,2020-05-30
A1,23.784696615482,4,2020-05-31
A1,37.6450986750648,4,2020-06-01
A1,25.5168614334955,4,2020-06-02
A1,24.3908643659187,4,2020-06-03
A1,23.9289794437441,4,2020-06-04
A1,27.588855352803,4,2020-06-05
A1,24.1079518210985,4,2020-06-06
A1,21.2467064200334,4,2020-06-07
A1,28.3137384490226,4,2020-06-08
A1,22.3223394015205,4,2020-06-09
A1,23.7123624816338,4,2020-06-10
A1,21.5333448793857,4,2020-06-11
A1,24.4270956727486,4,2020-06-12
A1,22.5421683589171,4,2020-06-13
A1,20.2025509923524,4,2020-06-14
A1,25.547054189187,4,2020-06-15
A1,22.1655940315474,4,2020-06-16
A1,20.064692154663,4,2020-06-17
A1,20.7592540153795,4,2020-06-18
A1,21.3956145215078,4,2020-06-19
A1,20.0347563585944,4,2020-06-20
A1,16.6324824714993,4,2020-06-21
A1,20.5689754146172,4,2020-06-22
A1,18.2957821105738,4,2020-06-23
A1,17.135480933339,4,2020-06-24
A1,16.677450405508,4,2020-06-25
A1,17.1912411715098,4,2020-06-26
A1,14.6835722115641,4,2020-06-27
