fecha,Estimado,Indicador,Inferior,Superior,Domingo_semana
2020-04-01,2.27709909031154,A1,2.0144349637764,2.55494953056047,2020-03-29
2020-04-02,2.00803666916603,A1,1.7464260770848,2.28180145141073,2020-03-29
2020-04-03,2.00780540550541,A1,1.79344968807671,2.30287214048908,2020-03-29
2020-04-04,1.94556978483743,A1,1.71109412893514,2.19970285189207,2020-03-29
2020-04-05,1.71394638074941,A1,1.46980904302583,1.94325714823127,2020-04-05
2020-04-06,2.23994272883925,A1,1.97332142411134,2.5289966086469,2020-04-05
2020-04-07,2.01212232717024,A1,1.72651170630954,2.28192993122219,2020-04-05
2020-04-08,2.06441361043174,A1,1.81863173112156,2.34360024071978,2020-04-05
2020-04-09,2.21478638175669,A1,1.96779679221885,2.52848268940108,2020-04-05
2020-04-10,2.22306048161428,A1,1.942614749174,2.49276530181706,2020-04-05
2020-04-11,1.86162107603384,A1,1.62886704960503,2.11220810029237,2020-04-05
2020-04-12,1.90571534732461,A1,1.63850303546403,2.16372850468514,2020-04-12
2020-04-13,2.84415758614186,A1,2.58475684681763,3.14544274399986,2020-04-12
2020-04-14,2.65195178820771,A1,2.348482473555,2.9818879440198,2020-04-12
2020-04-15,3.12606798843271,A1,2.81614898724504,3.49979006398809,2020-04-12
2020-04-16,2.96891148306302,A1,2.6360202915875,3.32056072701072,2020-04-12
2020-04-17,2.94966520730731,A1,2.62085967383601,3.20762697274326,2020-04-12
2020-04-18,2.81632885898107,A1,2.50214432805316,3.14518578437696,2020-04-12
2020-04-19,2.80602477810252,A1,2.50754048013419,3.16587103402094,2020-04-19
2020-04-20,4.73147462446636,A1,4.32642917087866,5.18094839685461,2020-04-19
2020-04-21,3.84059561184913,A1,3.49966158417663,4.18484441865712,2020-04-19
2020-04-22,4.20026199603152,A1,3.84899819151817,4.55358147752811,2020-04-19
2020-04-23,4.57896908827128,A1,4.20835622415307,4.94454554378052,2020-04-19
2020-04-24,5.57982681949255,A1,5.1030896311139,6.00270527090996,2020-04-19
2020-04-25,5.54521435828702,A1,5.14895692380273,5.951698785763,2020-04-19
2020-04-26,5.71825096835234,A1,5.28244744790272,6.21366912131629,2020-04-26
2020-04-27,8.95714992720334,A1,8.36056677070105,9.57020419553394,2020-04-26
2020-04-28,8.70265711667663,A1,8.13534166122341,9.25697041521078,2020-04-26
2020-04-29,8.88514984086491,A1,8.34900358767025,9.52330906435348,2020-04-26
2020-04-30,10.5673617081853,A1,9.9492196393212,11.1629684181206,2020-04-26
2020-05-01,14.9389386848087,A1,14.2505952469665,15.7371066654812,2020-04-26
2020-05-02,13.8982265160746,A1,13.1767609828397,14.5958205003415,2020-04-26
2020-05-03,14.6245485861825,A1,13.9156483785077,15.4548365197183,2020-05-03
2020-05-04,20.0893088865374,A1,19.2244341877583,21.0353571301927,2020-05-03
2020-05-05,18.2734523193433,A1,17.3903848792624,19.2413935228702,2020-05-03
2020-05-06,18.3435766004345,A1,17.5599782303808,19.2361258506006,2020-05-03
2020-05-07,18.98517908287,A1,18.2122702331292,19.7762549779503,2020-05-03
2020-05-08,21.5568566848817,A1,20.643750664883,22.3818255542234,2020-05-03
2020-05-09,20.3686239966369,A1,19.5904731705888,21.2407963487065,2020-05-03
2020-05-10,22.3379111546686,A1,21.5473491788341,23.2085931409254,2020-05-10
2020-05-11,26.8194411539337,A1,25.8700524351807,28.0200336000403,2020-05-10
2020-05-12,24.3728258003907,A1,23.4903493674425,25.2697947560708,2020-05-10
2020-05-13,21.9113581806436,A1,20.8986546108064,22.8746741109582,2020-05-10
2020-05-14,21.3767793811487,A1,20.54623448799,22.263238688252,2020-05-10
2020-05-15,27.3915874502976,A1,26.4637576439064,28.5551520147433,2020-05-10
2020-05-16,24.1408940447552,A1,23.2697495311772,25.0703940886953,2020-05-10
2020-05-17,23.9585298003783,A1,23.1352311685856,24.9217429468438,2020-05-17
2020-05-18,30.6315399436025,A1,29.6480012909651,31.581493973526,2020-05-17
2020-05-19,25.8585149481121,A1,24.8783167705726,26.6481261733419,2020-05-17
2020-05-20,30.1098348212152,A1,28.9267156294663,31.4476180099916,2020-05-17
2020-05-21,24.1089796595902,A1,23.2083361813025,25.1157474621383,2020-05-17
2020-05-22,28.768891029077,A1,27.6802044987463,29.766716636748,2020-05-17
2020-05-23,26.1559457116266,A1,25.2724928321113,27.1607606210406,2020-05-17
2020-05-24,23.6314715923428,A1,22.5830249389592,24.618530591814,2020-05-24
2020-05-25,31.9966636362562,A1,30.8297585967127,33.1994402391575,2020-05-24
2020-05-26,25.2881673691086,A1,24.3643975247593,26.1852134126756,2020-05-24
2020-05-27,25.7153370462286,A1,24.6613143690279,26.7753211866807,2020-05-24
2020-05-28,26.0829948746834,A1,25.1396447070686,27.0841866534144,2020-05-24
2020-05-29,27.0840324776407,A1,25.947525761487,28.1694556207605,2020-05-24
2020-05-30,25.0477045539926,A1,24.0661958823762,25.9124507729602,2020-05-24
2020-05-31,22.8573550323743,A1,22.0314611083902,23.6253816492799,2020-05-31
2020-06-01,36.4421422004275,A1,35.3158881732278,37.6498524280886,2020-05-31
2020-06-02,24.401142750835,A1,23.4598996521281,25.3624287001286,2020-05-31
2020-06-03,23.42222937141,A1,22.5144167196432,24.2885944360019,2020-05-31
2020-06-04,23.0706829113114,A1,22.261825410326,24.068123079548,2020-05-31
2020-06-05,26.5472438253887,A1,25.6028144273578,27.6804614583692,2020-05-31
2020-06-06,23.1548885797379,A1,22.2473071916318,24.1861960262736,2020-05-31
