fecha,Estimado,Indicador,Inferior,Superior,Domingo_semana
2020-06-18,0.408215674302939,C3,0.0,0.0,2020-06-14
2020-06-19,0.408524249898266,C3,0.0,0.0,2020-06-14
2020-06-20,0.408590391821892,C3,0.0,0.0,2020-06-14
2020-06-21,0.421877964145183,C3,0.0,0.0,2020-06-21
2020-06-22,0.441005511077639,C3,0.0,0.0,2020-06-21
2020-06-23,0.461866684293103,C3,0.0,0.0,2020-06-21
2020-06-24,0.474353497252965,C3,0.0,0.0,2020-06-21
2020-06-25,0.486641231620631,C3,0.0,0.0,2020-06-21
2020-06-26,0.49584935870827,C3,0.0,0.0,2020-06-21
2020-06-27,0.499787085218432,C3,0.0,0.0,2020-06-21
2020-06-28,0.496697240152303,C3,0.0,0.0,2020-06-28
2020-06-29,0.504889495421245,C3,0.0,0.0,2020-06-28
2020-06-30,0.509785013199341,C3,0.0,0.0,2020-06-28
2020-07-01,0.517788060020991,C3,0.0,0.0,2020-06-28
2020-07-02,0.525278783983452,C3,0.0,0.0,2020-06-28
2020-07-03,0.526855180630176,C3,0.0,0.0,2020-06-28
2020-07-04,0.540867792149962,C3,0.0,0.0,2020-06-28
2020-07-05,0.551244303764196,C3,0.0,0.0,2020-07-05
2020-07-06,0.548141415734392,C3,0.0,0.0,2020-07-05
2020-07-07,0.548019220963565,C3,0.0,0.0,2020-07-05
2020-07-08,0.544458506606448,C3,0.0,0.0,2020-07-05
2020-07-09,0.541418796556165,C3,0.0,0.0,2020-07-05
2020-07-10,0.552309509447155,C3,0.0,0.0,2020-07-05
2020-07-11,0.541664011161322,C3,0.0,0.0,2020-07-05
2020-07-12,0.543638632013038,C3,0.0,0.0,2020-07-12
2020-07-13,0.542561955654219,C3,0.0,0.0,2020-07-12
2020-07-14,0.548552489450116,C3,0.0,0.0,2020-07-12
2020-07-15,0.542407695557328,C3,0.0,0.0,2020-07-12
2020-07-16,0.551104827968914,C3,0.0,0.0,2020-07-12
2020-07-17,0.545721119862673,C3,0.0,0.0,2020-07-12
2020-07-18,0.551667577546337,C3,0.0,0.0,2020-07-12
2020-07-19,0.552610846258475,C3,0.0,0.0,2020-07-19
2020-07-20,0.546936042528461,C3,0.0,0.0,2020-07-19
2020-07-21,0.542476791687652,C3,0.0,0.0,2020-07-19
2020-07-22,0.546049774151971,C3,0.0,0.0,2020-07-19
2020-07-23,0.532203945621046,C3,0.0,0.0,2020-07-19
2020-07-24,0.527339082581343,C3,0.0,0.0,2020-07-19
2020-07-25,0.511982661261187,C3,0.0,0.0,2020-07-19
2020-07-26,0.506280378390293,C3,0.0,0.0,2020-07-26
2020-07-27,0.505169321213996,C3,0.0,0.0,2020-07-26
2020-07-28,0.494361600411043,C3,0.0,0.0,2020-07-26
2020-07-29,0.487699801905009,C3,0.0,0.0,2020-07-26
2020-07-30,0.491782077864786,C3,0.0,0.0,2020-07-26
2020-07-31,0.486954364157656,C3,0.0,0.0,2020-07-26
2020-08-01,0.490272094304655,C3,0.0,0.0,2020-07-26
2020-08-02,0.483652964459753,C3,0.0,0.0,2020-08-02
2020-08-03,0.482051100472568,C3,0.0,0.0,2020-08-02
2020-08-04,0.478927683564839,C3,0.0,0.0,2020-08-02
2020-08-05,0.474467387047807,C3,0.0,0.0,2020-08-02
2020-08-06,0.465907797428785,C3,0.0,0.0,2020-08-02
2020-08-07,0.468060258110628,C3,0.0,0.0,2020-08-02
2020-08-08,0.463748230269189,C3,0.0,0.0,2020-08-02
2020-08-09,0.463234369651881,C3,0.0,0.0,2020-08-09
2020-08-10,0.47507623636519,C3,0.0,0.0,2020-08-09
2020-08-11,0.488942678025708,C3,0.0,0.0,2020-08-09
2020-08-12,0.494365505243226,C3,0.0,0.0,2020-08-09
2020-08-13,0.507379326306239,C3,0.0,0.0,2020-08-09
2020-08-14,0.510693017378111,C3,0.0,0.0,2020-08-09
2020-08-15,0.522075752290258,C3,0.0,0.0,2020-08-09
2020-08-16,0.528549058271407,C3,0.0,0.0,2020-08-16
2020-08-17,0.523929103680435,C3,0.0,0.0,2020-08-16
2020-08-18,0.527925307952589,C3,0.0,0.0,2020-08-16
2020-08-19,0.538337930671972,C3,0.0,0.0,2020-08-16
2020-08-20,0.53635882067306,C3,0.0,0.0,2020-08-16
2020-08-21,0.553111155625577,C3,0.0,0.0,2020-08-16
2020-08-22,0.555917601397802,C3,0.0,0.0,2020-08-16
2020-08-23,0.570823539184768,C3,0.0,0.0,2020-08-23
2020-08-24,0.580871355119885,C3,0.0,0.0,2020-08-23
2020-08-25,0.582168069497494,C3,0.0,0.0,2020-08-23
2020-08-26,0.5915404929399,C3,0.0,0.0,2020-08-23
2020-08-27,0.594858127686106,C3,0.0,0.0,2020-08-23
2020-08-28,0.585390537231911,C3,0.0,0.0,2020-08-23
2020-08-29,0.582503744360216,C3,0.0,0.0,2020-08-23
2020-08-30,0.573121353330189,C3,0.0,0.0,2020-08-30
2020-08-31,0.574971150256405,C3,0.0,0.0,2020-08-30
2020-09-01,0.568743899332334,C3,0.0,0.0,2020-08-30
2020-09-02,0.560819377144439,C3,0.0,0.0,2020-08-30
2020-09-03,0.556827213057498,C3,0.0,0.0,2020-08-30
2020-09-04,0.554999087708998,C3,0.0,0.0,2020-08-30
2020-09-05,0.547673796968047,C3,0.0,0.0,2020-08-30
2020-09-06,0.545899520238965,C3,0.0,0.0,2020-09-06
2020-09-07,0.525909818684367,C3,0.0,0.0,2020-09-06
2020-09-08,0.518933557609745,C3,0.0,0.0,2020-09-06
2020-09-09,0.510796745580972,C3,0.0,0.0,2020-09-06
2020-09-10,0.509762771261294,C3,0.0,0.0,2020-09-06
2020-09-11,0.499736672815013,C3,0.0,0.0,2020-09-06
2020-09-12,0.511519061355713,C3,0.0,0.0,2020-09-06
2020-09-13,0.510315884090988,C3,0.0,0.0,2020-09-13
2020-09-14,0.518768320797732,C3,0.0,0.0,2020-09-13
2020-09-15,0.51450373758578,C3,0.0,0.0,2020-09-13
2020-09-16,0.514334108386698,C3,0.0,0.0,2020-09-13
2020-09-17,0.504436203188794,C3,0.0,0.0,2020-09-13
2020-09-18,0.519133469655189,C3,0.0,0.0,2020-09-13
2020-09-19,0.530576469673988,C3,0.0,0.0,2020-09-13
2020-09-20,0.542091335967208,C3,0.0,0.0,2020-09-20
2020-09-21,0.542143256528461,C3,0.0,0.0,2020-09-20
2020-09-22,0.550565342314635,C3,0.0,0.0,2020-09-20
2020-09-23,0.551046295069535,C3,0.0,0.0,2020-09-20
2020-09-24,0.552479487313958,C3,0.0,0.0,2020-09-20
2020-09-25,0.530272102861675,C3,0.0,0.0,2020-09-20
2020-09-26,0.509982987604972,C3,0.0,0.0,2020-09-20
2020-09-27,0.496874948871946,C3,0.0,0.0,2020-09-27
2020-09-28,0.492212177707527,C3,0.0,0.0,2020-09-27
2020-09-29,0.489154600371161,C3,0.0,0.0,2020-09-27
2020-09-30,0.487685701443675,C3,0.0,0.0,2020-09-27
2020-10-01,0.488172889800113,C3,0.0,0.0,2020-09-27
2020-10-02,0.492171820753984,C3,0.0,0.0,2020-09-27
2020-10-03,0.500160302658928,C3,0.0,0.0,2020-09-27
2020-10-04,0.507697796276029,C3,0.0,0.0,2020-10-04
2020-10-05,0.519375011363033,C3,0.0,0.0,2020-10-04
