fecha,cod_region,Estimado,Indicador,Inferior,Superior,Domingo_semana
2020-04-01,15,3.59565269128555,A1,1.18995676490421,6.74308833445718,2020-03-29
2020-04-02,15,4.04981952322399,A1,1.58660901987228,7.13974058942525,2020-03-29
2020-04-03,15,4.16484867716473,A1,1.58660901987228,7.53639284439332,2020-03-29
2020-04-04,15,4.40085676887073,A1,1.97334496846615,7.94296140573559,2020-03-29
2020-04-05,15,4.02602038792591,A1,1.57669271349808,7.15957320217366,2020-04-05
2020-04-06,15,4.53571853555987,A1,1.98326127484035,7.94296140573559,2020-04-05
2020-04-07,15,4.3651580659236,A1,2.36999722343422,7.53639284439332,2020-04-05
2020-04-08,15,4.28384435365515,A1,1.58660901987228,7.13974058942525,2020-04-05
2020-04-09,15,3.40525960890088,A1,1.18995676490421,6.34643607948911,2020-04-05
2020-04-10,15,2.98480821863472,A1,1.18995676490421,5.94978382452104,2020-04-05
2020-04-11,15,2.7428503431042,A1,0.793304509936139,4.76974336599104,2020-04-05
2020-04-12,15,2.6099718376899,A1,0.793304509936139,5.1564793145849,2020-04-12
2020-04-13,15,3.31601285153306,A1,1.18995676490421,6.34643607948911,2020-04-12
2020-04-14,15,3.00265757010829,A1,0.793304509936139,5.95970013089525,2020-04-12
2020-04-15,15,3.2247828328904,A1,1.18995676490421,5.95970013089525,2020-04-12
2020-04-16,15,3.18710086866844,A1,1.18995676490421,5.94978382452104,2020-04-12
2020-04-17,15,3.84356035064059,A1,1.18995676490421,7.13974058942525,2020-04-12
2020-04-18,15,3.62341834913331,A1,1.18995676490421,6.35635238586332,2020-04-12
2020-04-19,15,3.49648962754353,A1,1.57669271349808,6.34643607948911,2020-04-19
2020-04-20,15,5.09499821506485,A1,2.37991352980842,8.72634960929753,2020-04-19
2020-04-21,15,4.21839673158542,A1,1.58660901987228,6.75300464083139,2020-04-19
2020-04-22,15,3.97247233350522,A1,1.98326127484035,6.75300464083139,2020-04-19
2020-04-23,15,3.26246479711237,A1,0.793304509936139,5.55313156955297,2020-04-19
2020-04-24,15,2.81821427154813,A1,0.793304509936139,5.55313156955297,2020-04-19
2020-04-25,15,2.68533576613383,A1,0.793304509936139,5.1564793145849,2020-04-19
2020-04-26,15,2.7131014239816,A1,0.793304509936139,5.1564793145849,2020-04-26
2020-04-27,15,3.36956090595375,A1,1.18995676490421,6.34643607948911,2020-04-26
2020-04-28,15,3.52822180794098,A1,1.18995676490421,6.34643607948911,2020-04-26
2020-04-29,15,3.48459005989449,A1,1.58660901987228,5.95970013089525,2020-04-26
2020-04-30,15,2.94514299313792,A1,0.793304509936139,5.55313156955297,2020-04-26
2020-05-01,15,2.69326881123319,A1,1.18004045853001,5.1564793145849,2020-04-26
2020-05-02,15,2.310499385189,A1,0.396652254968069,5.1564793145849,2020-04-26
2020-05-03,15,2.45924398080203,A1,0.793304509936139,4.75982705961683,2020-05-03
2020-05-04,15,2.96100908333664,A1,1.18004045853001,5.55313156955297,2020-05-03
2020-05-05,15,2.78648209115069,A1,0.793304509936139,5.55313156955297,2020-05-03
2020-05-06,15,3.05818888580382,A1,1.18995676490421,5.55313156955297,2020-05-03
2020-05-07,15,2.92729364166435,A1,0.793304509936139,5.95970013089525,2020-05-03
2020-05-08,15,3.11768672404903,A1,0.793304509936139,5.55313156955297,2020-05-03
2020-05-09,15,3.0919043274761,A1,1.18995676490421,5.55313156955297,2020-05-03
2020-05-10,15,3.29023045496014,A1,0.793304509936139,6.34643607948911,2020-05-10
2020-05-11,15,5.07318234104161,A1,1.98326127484035,8.32969735432946,2020-05-10
