Domingo_semana,Indicador,cod_region,Estimado,Inferior,Superior
2020-03-08,A2,1,2.464112204560777,-0.9012202609179353,5.829444670039488
2020-03-08,A2,2,2.178233497007462,0.0009784994892653165,4.355488494525656
2020-03-08,A2,3,3.1815029839651827,-1.6889127684217868,8.051918736352148
2020-03-08,A2,4,2.101101347850443,0.003329104668965799,4.1988735910319175
2020-03-08,A2,5,1.9450961551571913,0.7328349471601524,3.157357363154232
2020-03-08,A2,6,2.1649842673576134,-0.12852622263737817,4.458494757352607
2020-03-08,A2,7,1.8319248909985828,0.547497439704738,3.1163523422924233
2020-03-08,A2,8,2.295732745863728,0.8954047366071975,3.6960607551202584
2020-03-08,A2,9,2.1917847816797624,1.0668497586995294,3.3167198046599933
2020-03-08,A2,10,2.18404901287123,0.7310814383448125,3.6370165873976448
2020-03-08,A2,11,3.4003490544004222,-1.7453950896134598,8.546093198414303
2020-03-08,A2,12,2.09891116724188,0.5645431929591463,3.6332791415246164
2020-03-08,A2,13,2.5386647028265017,1.6017505504223226,3.475578855230682
2020-03-08,A2,14,2.16638010964314,-0.2994857304845958,4.6322459497708754
2020-03-08,A2,15,2.111153513490847,-0.5222972318755235,4.744604258857218
2020-03-08,A2,16,2.475203114533394,0.8643704107634769,4.08603581830331
2020-03-08,B1,1,0.04627882769757974,0.0,0.0
2020-03-08,B1,2,0.015279854667933598,0.0,0.0
2020-03-08,B1,3,0.01080363129112922,0.0,0.0
2020-03-08,B1,4,0.024262422360248396,0.0,0.0
2020-03-08,B1,5,0.024924951844555714,0.0,0.0
2020-03-08,B1,6,0.018018171253636583,0.0,0.0
2020-03-08,B1,7,0.05603532648717941,0.0,0.0
2020-03-08,B1,8,0.034261066925688324,0.0,0.0
2020-03-08,B1,9,0.051828058725133914,0.0,0.0
2020-03-08,B1,10,0.02852527531698307,0.0,0.0
2020-03-08,B1,11,0.033285446670723015,0.0,0.0
2020-03-08,B1,12,0.040847906424654766,0.0,0.0
2020-03-08,B1,13,0.0898629399398377,0.0,0.0
2020-03-08,B1,14,0.01443232559326533,0.0,0.0
